repeat_count	rule	file	line	all_files
3	IP-CIDR,64.23.132.171/32,no-resolve	rule/ai/Copilot.list	59	rule/ai/Copilot.list | rule/ai/OpenAI.list | rule/google/OpenAI.list
3	IP-CIDR,64.23.132.171/32,no-resolve	rule/ai/OpenAI.list	44	rule/ai/Copilot.list | rule/ai/OpenAI.list | rule/google/OpenAI.list
3	IP-CIDR,64.23.132.171/32,no-resolve	rule/google/OpenAI.list	44	rule/ai/Copilot.list | rule/ai/OpenAI.list | rule/google/OpenAI.list
2	DOMAIN,ai.google.dev	rule/ai/gemini.list	9	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN,ai.google.dev	rule/google/gemini.list	9	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN,alkalimakersuite-pa.clients6.google.com	rule/ai/gemini.list	10	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN,alkalimakersuite-pa.clients6.google.com	rule/google/gemini.list	10	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN,aod.itunes.apple.com	rule/apple/Apple Music.list	5	rule/apple/Apple Music.list | rule/domestic/Special.list
2	DOMAIN,aod.itunes.apple.com	rule/domestic/Special.list	4	rule/apple/Apple Music.list | rule/domestic/Special.list
2	DOMAIN,gspe1-ssl.ls.apple.com	rule/apple/Apple News.list	4	rule/apple/Apple News.list | rule/apple/apple_ai.list
2	DOMAIN,gspe1-ssl.ls.apple.com	rule/apple/apple_ai.list	4	rule/apple/Apple News.list | rule/apple/apple_ai.list
2	DOMAIN,makersuite.google.com	rule/ai/gemini.list	11	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN,makersuite.google.com	rule/google/gemini.list	11	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN,mvod.itunes.apple.com	rule/apple/Apple Music.list	9	rule/apple/Apple Music.list | rule/domestic/Special.list
2	DOMAIN,mvod.itunes.apple.com	rule/domestic/Special.list	10	rule/apple/Apple Music.list | rule/domestic/Special.list
2	DOMAIN,openaicom-api-bdcpf8c6d2e9atf6.z01.azurefd.net	rule/ai/OpenAI.list	14	rule/ai/OpenAI.list | rule/google/OpenAI.list
2	DOMAIN,openaicom-api-bdcpf8c6d2e9atf6.z01.azurefd.net	rule/google/OpenAI.list	14	rule/ai/OpenAI.list | rule/google/OpenAI.list
2	DOMAIN-KEYWORD,colab	rule/ai/gemini.list	19	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-KEYWORD,colab	rule/google/gemini.list	19	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-KEYWORD,developerprofiles	rule/ai/gemini.list	20	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-KEYWORD,developerprofiles	rule/google/gemini.list	20	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-KEYWORD,generativelanguage	rule/ai/gemini.list	21	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-KEYWORD,generativelanguage	rule/google/gemini.list	21	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-KEYWORD,openai	rule/ai/OpenAI.list	42	rule/ai/OpenAI.list | rule/google/OpenAI.list
2	DOMAIN-KEYWORD,openai	rule/google/OpenAI.list	42	rule/ai/OpenAI.list | rule/google/OpenAI.list
2	DOMAIN-SUFFIX,2o7.net	rule/Proxy/Proxy.list	47	rule/Proxy/Proxy.list | rule/adblock/AdBlock.list
2	DOMAIN-SUFFIX,2o7.net	rule/adblock/AdBlock.list	397	rule/Proxy/Proxy.list | rule/adblock/AdBlock.list
2	DOMAIN-SUFFIX,ai.com	rule/ai/OpenAI.list	18	rule/ai/OpenAI.list | rule/google/OpenAI.list
2	DOMAIN-SUFFIX,ai.com	rule/google/OpenAI.list	18	rule/ai/OpenAI.list | rule/google/OpenAI.list
2	DOMAIN-SUFFIX,anthropic.com	rule/ai/Anthropic.list	9	rule/ai/Anthropic.list | rule/ai/Claude.list
2	DOMAIN-SUFFIX,anthropic.com	rule/ai/Claude.list	9	rule/ai/Anthropic.list | rule/ai/Claude.list
2	DOMAIN-SUFFIX,api.statsig.com	rule/ai/OpenAI.list	20	rule/ai/OpenAI.list | rule/google/OpenAI.list
2	DOMAIN-SUFFIX,api.statsig.com	rule/google/OpenAI.list	20	rule/ai/OpenAI.list | rule/google/OpenAI.list
2	DOMAIN-SUFFIX,apis.google.com	rule/ai/gemini.list	18	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-SUFFIX,apis.google.com	rule/google/gemini.list	18	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-SUFFIX,aspnetcdn.com	rule/Proxy/Proxy.list	94	rule/Proxy/Proxy.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,aspnetcdn.com	rule/microsoft/Microsoft.list	328	rule/Proxy/Proxy.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,azure.com	rule/Proxy/Proxy.list	99	rule/Proxy/Proxy.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,azure.com	rule/microsoft/Microsoft.list	17	rule/Proxy/Proxy.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,azureedge.net	rule/Proxy/Proxy.list	100	rule/Proxy/Proxy.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,azureedge.net	rule/microsoft/Microsoft.list	33	rule/Proxy/Proxy.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,azurewebsites.net	rule/Proxy/Proxy.list	101	rule/Proxy/Proxy.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,azurewebsites.net	rule/microsoft/Microsoft.list	44	rule/Proxy/Proxy.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bard.google.com	rule/ai/gemini.list	12	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-SUFFIX,bard.google.com	rule/google/gemini.list	12	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-SUFFIX,bing.com	rule/ai/Bing.list	7	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bing.com	rule/microsoft/Microsoft.list	68	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bing.com.cn	rule/ai/Bing.list	8	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bing.com.cn	rule/microsoft/Microsoft.list	69	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bing.net	rule/ai/Bing.list	9	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bing.net	rule/microsoft/Microsoft.list	70	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingads.com	rule/ai/Bing.list	10	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingads.com	rule/microsoft/Microsoft.list	74	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingagencyawards.com	rule/ai/Bing.list	11	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingagencyawards.com	rule/microsoft/Microsoft.list	75	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingapistatistics.com	rule/ai/Bing.list	12	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingapistatistics.com	rule/microsoft/Microsoft.list	77	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingsandbox.com	rule/ai/Bing.list	13	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingsandbox.com	rule/microsoft/Microsoft.list	85	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingvisualsearch.com	rule/ai/Bing.list	14	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingvisualsearch.com	rule/microsoft/Microsoft.list	88	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingworld.com	rule/ai/Bing.list	15	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,bingworld.com	rule/microsoft/Microsoft.list	89	rule/ai/Bing.list | rule/microsoft/Microsoft.list
2	DOMAIN-SUFFIX,chdbits.co	rule/domestic/Domestic.list	120	rule/domestic/Domestic.list | rule/domestic/Special.list
2	DOMAIN-SUFFIX,chdbits.co	rule/domestic/Special.list	113	rule/domestic/Domestic.list | rule/domestic/Special.list
2	DOMAIN-SUFFIX,claude.ai	rule/ai/Anthropic.list	10	rule/ai/Anthropic.list | rule/ai/Claude.list
2	DOMAIN-SUFFIX,claude.ai	rule/ai/Claude.list	10	rule/ai/Anthropic.list | rule/ai/Claude.list
2	DOMAIN-SUFFIX,cloudfront.net	rule/Proxy/Proxy.list	149	rule/Proxy/Proxy.list | rule/media/ViuTV.list
2	DOMAIN-SUFFIX,cloudfront.net	rule/media/ViuTV.list	4	rule/Proxy/Proxy.list | rule/media/ViuTV.list
2	DOMAIN-SUFFIX,deepmind.com	rule/ai/gemini.list	13	rule/ai/gemini.list | rule/google/gemini.list
2	DOMAIN-SUFFIX,deepmind.com	rule/google/gemini.list	13	rule/ai/gemini.list | rule/google/gemini.list
